raw_road_name,current_getRoadKey,proposed_canonical_key,proposed_canonical_name,match_type,confidence_score,candidate_names,source_file,source_scenario,source_name
sp 3 baluti – amawang,sp 3 baluti - amawang,sp 3 baluti - amawang,Sp. 3 Baluti - Amawang,exact,1.0,Sp. 3 Baluti - Amawang,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
muning tengah – desa muning dalam,muning tengah - desa muning dalam,muning tengah - desa muning dalam,Muning Tengah - Ds. Muning Dalam,exact,1.0,Muning Tengah - Ds. Muning Dalam,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
sei namang – desa tanah bangkang,sei namang - desa tanah bangkang,sei namang - desa tanah bangkang,Sungai Namang - Ds. Tanah Bangkang,exact,1.0,Sungai Namang - Ds. Tanah Bangkang,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
banua hanyar – desa tanjung selor,banua hanyar - desa tanjung selor,banua hanyar - desa tanjung selor,Banua Hanyar - Ds. Tanjung Selor,exact,1.0,Banua Hanyar - Ds. Tanjung Selor,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
sp bakarung selatan – sei kudung,sp bakarung selatan - sei kudung,sp bakarung selatan - sei kudung,Sp. Bakarung Selatan - Sungai Kudung,exact,1.0,Sp. Bakarung Selatan - Sungai Kudung,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
muning tengah – batang alai pihanin raya,muning tengah - batang alai pihanin raya,muning tengah - batang alai pihanin raya,Muning Tengah - Batang Alai (Pihanin Raya),exact,1.0,Muning Tengah - Batang Alai (Pihanin Raya),recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
tanjung selor – desa badaun,tanjung selor - desa badaun,tanjung selor - desa badaun,Tanjung Selor - Ds. Badaun,exact,1.0,Tanjung Selor - Ds. Badaun,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
pagar haur – malutu,pagar haur - malutu,pagar haur - malutu,Pagar  Haur - Malutu,exact,1.0,Pagar  Haur - Malutu,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
sei paring – toba,sei paring - toba,sei paring - toba,Sungai Paring - Toba,exact,1.0,Sungai Paring - Toba,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
tibung dalam – teratai,tibung dalam - teratai,tibung dalam - teratai,Tibung Dalam - Teratai,exact,1.0,Tibung Dalam - Teratai,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
guru h izim – desa pantai ulin,guru h izim - desa pantai ulin,guru h izim - desa pantai ulin,Guru H. Izim - Ds. Pantai Ulin,exact,1.0,Guru H. Izim - Ds. Pantai Ulin,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
tembok baru asam cangkok,tembok baru asam cangkok,tembok baru asam cangkok,Tembok Baru (Asam Cangkok),exact,1.0,Tembok Baru (Asam Cangkok),recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
tembok kacil sei kudung,tembok kacil sei kudung,tembok kacil sei kudung,Tembok Kacil. Sei. Kudung,exact,1.0,Tembok Kacil. Sei. Kudung,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
batang kulur kanan – sarangan,batang kulur kanan - sarangan,batang kulur kanan - sarangan,Batang Kulur Kanan - Sarangan,exact,1.0,Batang Kulur Kanan - Sarangan,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
bangga,bangga,bangga,Bangga TMMD,exact,1.0,Bangga TMMD,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
sei bugundi,sei bugundi,sei bugundi,Sungai Bugundi,exact,1.0,Sungai Bugundi,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
sirih – pacakan,sirih - pacakan,sirih - pacakan,Sirih - Pacakan,exact,1.0,Sirih - Pacakan,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
bubuih desa halunuk – kandihin,bubuih desa halunuk - kandihin,bubuih desa halunuk - kandihin,Bubuih (Ds. Halunuk) - Kandihin,exact,1.0,Bubuih (Ds. Halunuk) - Kandihin,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
kenanga – desa baruh kambang,kenanga - desa baruh kambang,kenanga - desa baruh kambang,Kenanga - Ds. Baruh Kambang,exact,1.0,Kenanga - Ds. Baruh Kambang,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
anjiran rantauan – desa taniran tengah,anjiran rantauan - desa taniran tengah,anjiran rantauan - desa taniran tengah,Anjiran Rantauan - Ds. Taniran Tengah,exact,1.0,Anjiran Rantauan - Ds. Taniran Tengah,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
paramaian,paramaian,paramaian,Paramaian,exact,1.0,Paramaian,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
tanuhi – hulu banyu,tanuhi - hulu banyu,tanuhi - hulu banyu,Tanuhi - Hulu Banyu,exact,1.0,Tanuhi - Hulu Banyu,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
loklahung – malaris,loklahung - malaris,loklahung - malaris,Loklahung - Malaris,exact,1.0,Loklahung - Malaris,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
ulang – bangkaun,ulang - bangkaun,ulang - bangkaun,Ulang - Bangkaun,exact,1.0,Ulang - Bangkaun,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
taniran tengah – taniran selatan,taniran tengah - taniran selatan,taniran tengah - taniran selatan,Taniran Tengah - Taniran Selatan,exact,1.0,Taniran Tengah - Taniran Selatan,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
rantauan – sei baru pulau,rantauan - sei baru pulau,rantauan - sei baru pulau,Rantauan - Sungai Baru (Pulau),exact,1.0,Rantauan - Sungai Baru (Pulau),recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
kandangan hulu – sp tabihi,kandangan hulu - sp tabihi,kandangan hulu - sp tabihi,Kandangan Hulu - Sp. Tabihi,exact,1.0,Kandangan Hulu - Sp. Tabihi,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
satria,satria,satria,Satria,exact,1.0,Satria,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
mungkur galah – lokpaikat,mungkur galah - lokpaikat,mungkur galah - lokpaikat,Mungkur Galah - Lokpaikat,exact,1.0,Mungkur Galah - Lokpaikat,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
muara kitar – desa lumpangi,muara kitar - desa lumpangi,muara kitar - desa lumpangi,Muara Kitar - Desa Lumpangi,exact,1.0,Muara Kitar - Desa Lumpangi,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
pertukangan,pertukangan,pertukangan,Pertukangan,exact,1.0,Pertukangan,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
ulang – kacang parang,ulang - kacang parang,ulang - kacang parang,Ulang - Kacang Parang,exact,1.0,Ulang - Kacang Parang,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
kantor camat daha selatan ii,kantor camat daha selatan ii,kantor camat daha selatan ii,Kantor Camat Daha Selatan II,exact,1.0,Kantor Camat Daha Selatan II,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
di panjaitan – loklua,di panjaitan - loklua,di panjaitan - loklua,DI. Panjaitan - Loklua,exact,1.0,DI. Panjaitan - Loklua,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
al – ikhlas – desa baluti,al - ikhlas - desa baluti,al - ikhlas - desa baluti,Al - Ikhlas - Ds. Baluti,exact,1.0,Al - Ikhlas - Ds. Baluti,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
kayu abang – paya,kayu abang - paya,kayu abang - paya,Kayu Abang - Paya,exact,1.0,Kayu Abang - Paya,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
mawar kandangan utara,mawar kandangan utara,mawar kandangan utara,Mawar (Kandangan Utara),exact,1.0,Mawar (Kandangan Utara),recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
bina bakat,bina bakat,bina bakat,Bina Bakat,exact,1.0,Bina Bakat,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
wahab syahrani,wahab syahrani,wahab syahrani,Wahab Syahrani,exact,1.0,Wahab Syahrani,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
hamak utara – samaragi,hamak utara - samaragi,hamak utara - samaragi,Hamak Utara - Samaragi,exact,1.0,Hamak Utara - Samaragi,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
pasar kandangan – oprit jembt loklua,pasar kandangan - oprit jembt loklua,pasar kandangan - oprit jembt loklua,Pasar Kandangan - Oprit Jembt. Loklua,exact,1.0,Pasar Kandangan - Oprit Jembt. Loklua,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
hamalau – pahampangan,hamalau - pahampangan,hamalau - pahampangan,Hamalau - Pahampangan,exact,1.0,Hamalau - Pahampangan,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
aes nasution,aes nasution,aes nasution,AES Nasution,exact,1.0,AES Nasution,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
kesehatan – komp rmh dokter,kesehatan - komp rmh dokter,kesehatan - komp rmh dokter,Kesehatan - Komp. Rmh Dokter,exact,1.0,Kesehatan - Komp. Rmh Dokter,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
soetoyo – teluk mesjid,soetoyo - teluk mesjid,soetoyo - teluk mesjid,Soetoyo - Teluk Mesjid,exact,1.0,Soetoyo - Teluk Mesjid,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
bamban tibung – martajiwa,bamban tibung - martajiwa,bamban tibung - martajiwa,Bamban (Tibung) - Martajiwa,exact,1.0,Bamban (Tibung) - Martajiwa,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
musyawarah nagara,musyawarah nagara,musyawarah nagara,Musyawarah (Nagara),exact,1.0,Musyawarah (Nagara),recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
jarau – parandakan,jarau - parandakan,jarau - parandakan,Jarau - Parandakan,exact,1.0,Jarau - Parandakan,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
rahmah bahran,rahmah bahran,rahmah bahran,Rahmah Bahran,exact,1.0,Rahmah Bahran,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
soeprapto – h m rusli,soeprapto - h m rusli,soeprapto - h m rusli,Soeprapto - H.M Rusli,exact,1.0,Soeprapto - H.M Rusli,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
singakarsa – palas,singakarsa - palas,singakarsa - palas,Singakarsa - Palas,exact,1.0,Singakarsa - Palas,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
wasah hulu – amparaya – simpur,wasah hulu - amparaya - simpur,wasah hulu - amparaya - simpur,Wasah Hulu - Amparaya - Simpur,exact,1.0,Wasah Hulu - Amparaya - Simpur,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
taniran selatan kubah – buntut taniran wawaran,taniran selatan kubah - buntut taniran wawaran,taniran selatan kubah - buntut taniran wawaran,Taniran Selatan Kubah - Buntut Taniran / Wawaran,exact,1.0,Taniran Selatan Kubah - Buntut Taniran / Wawaran,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
sei paring – sei hanyar pantai ulin,sei paring - sei hanyar pantai ulin,sei paring - sei hanyar pantai ulin,Sungai Paring - Sei Hanyar Pantai Ulin,exact,1.0,Sungai Paring - Sei Hanyar Pantai Ulin,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
padang batung – batulaki – malilingin,padang batung - batulaki - malilingin,padang batung - batulaki - malilingin,Padang Batung - Batulaki - Malilingin,exact,1.0,Padang Batung - Batulaki - Malilingin,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
angkinang – kayu abang – panggang hijau,angkinang - kayu abang - panggang hijau,angkinang - kayu abang - panggang hijau,Angkinang - Kayu Abang - Panggang Hijau,exact,1.0,Angkinang - Kayu Abang - Panggang Hijau,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
bajayau – desa bajayau tengah,bajayau - desa bajayau tengah,bajayau - desa bajayau tengah,Bajayau - Ds. Bajayau Tengah,exact,1.0,Bajayau - Ds. Bajayau Tengah,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
sp 4 mesjid sirih – sarang nyamuk – asam tamiyang,sp 4 mesjid sirih - sarang nyamuk - asam tamiyang,sp 4 mesjid sirih - sarang nyamuk - asam tamiyang,SP.4 Mesjid Sirih - Sarang Nyamuk - Asam Tamiyang,exact,1.0,SP.4 Mesjid Sirih - Sarang Nyamuk - Asam Tamiyang,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
sei raya selatan – malutu – goa berangin,sei raya selatan - malutu - goa berangin,sei raya selatan - malutu - goa berangin,Sungai Raya Selatan - Malutu - Goa Berangin,exact,1.0,Sungai Raya Selatan - Malutu - Goa Berangin,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
mandapai – madang,mandapai - madang,mandapai - madang,Mandapai - Madang,exact,1.0,Mandapai - Madang,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
siang gantung – desa baru,siang gantung - desa baru,siang gantung - desa baru,Siang Gantung - Ds. Baru,exact,1.0,Siang Gantung - Ds. Baru,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
malinau – katingin – kamawakan,malinau - katingin - kamawakan,malinau - katingin - kamawakan,Malinau - Katingin - Kamawakan,exact,1.0,Malinau - Katingin - Kamawakan,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
halunuk – riam tajam talo – hamak umpaya,halunuk - riam tajam talo - hamak umpaya,halunuk - riam tajam talo - hamak umpaya,Halunuk - Riam Tajam/Talo - Hamak Umpaya,exact,1.0,Halunuk - Riam Tajam/Talo - Hamak Umpaya,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
gumbil – masimpan,gumbil - masimpan,gumbil - masimpan,Gumbil - Masimpan,exact,1.0,Gumbil - Masimpan,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
tanuhi – ulang,tanuhi - ulang,tanuhi - ulang,Tanuhi - Ulang,exact,1.0,Tanuhi - Ulang,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
angkinang selatan – tawia – wawaran,angkinang selatan - tawia - wawaran,angkinang selatan - tawia - wawaran,Angkinang Selatan - Tawia - Wawaran,exact,1.0,Angkinang Selatan - Tawia - Wawaran,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
angkinang – telaga langsat,angkinang - telaga langsat,angkinang - telaga langsat,Angkinang - Telaga Langsat,exact,1.0,Angkinang - Telaga Langsat,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
amawang muka – getek,amawang muka - getek,amawang muka - getek,Amawang Muka - Getek,exact,1.0,Amawang Muka - Getek,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
tumbukan banyu – banua hanyar,tumbukan banyu - banua hanyar,tumbukan banyu - banua hanyar,Tumbukan Banyu - Banua Hanyar,exact,1.0,Tumbukan Banyu - Banua Hanyar,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
panggang hijau – desa tawar,panggang hijau - desa tawar,panggang hijau - desa tawar,Panggang Hijau - Ds. Tawar,exact,1.0,Panggang Hijau - Ds. Tawar,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
rel angkinang – angkinang,rel angkinang - angkinang,rel angkinang - angkinang,Rel Angkinang - TMMD Angkinang,exact,1.0,Rel Angkinang - TMMD Angkinang,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
tabihi – telaga langsat,tabihi - telaga langsat,tabihi - telaga langsat,Tabihi - Telaga Langsat,exact,1.0,Tabihi - Telaga Langsat,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
malilingin – lokbahan – paniungan,malilingin - lokbahan - paniungan,malilingin - lokbahan - paniungan,Malilingin - Lokbahan - Paniungan,exact,1.0,Malilingin - Lokbahan - Paniungan,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
sei raya – jambu hulu paku,sei raya - jambu hulu paku,sei raya - jambu hulu paku,Sungai Raya - Jambu Hulu/Paku,exact,1.0,Sungai Raya - Jambu Hulu/Paku,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
h m thaib,h m thaib,h m thaib,H.M. Thaib,exact,1.0,H.M. Thaib,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
sp empat lungau – bangkau,sp empat lungau - bangkau,sp empat lungau - bangkau,Sp. Empat Lungau - Bangkau,exact,1.0,Sp. Empat Lungau - Bangkau,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
sp empat lungau – garis,sp empat lungau - garis,sp empat lungau - garis,Sp. Empat Lungau - Garis,exact,1.0,Sp. Empat Lungau - Garis,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
ida manggala – padang makmur,ida manggala - padang makmur,ida manggala - padang makmur,Ida Manggala - Padang Makmur,exact,1.0,Ida Manggala - Padang Makmur,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
teluk haur ii,teluk haur ii,teluk haur ii,Teluk Haur II,exact,1.0,Teluk Haur II,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
anjiran rantauan – desa taniran tengah,anjiran rantauan - desa taniran tengah,anjiran rantauan - desa taniran tengah,Anjiran Rantauan - Ds. Taniran Tengah,exact,1.0,Anjiran Rantauan - Ds. Taniran Tengah,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
jarau – parandakan,jarau - parandakan,jarau - parandakan,Jarau - Parandakan,exact,1.0,Jarau - Parandakan,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
amd – desa lok binuang,amd - desa lok binuang,amd - desa lok binuang,AMD - Ds. Lok Binuang,exact,1.0,AMD - Ds. Lok Binuang,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
kalumpang – balimau,kalumpang - balimau,kalumpang - balimau,Kalumpang - Balimau,exact,1.0,Kalumpang - Balimau,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
loksado – haratai,loksado - haratai,loksado - haratai,Loksado - Haratai,exact,1.0,Loksado - Haratai,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
hariti – sei raya selatan,hariti - sei raya selatan,hariti - sei raya selatan,Hariti - Sungai Raya Selatan,exact,1.0,Hariti - Sungai Raya Selatan,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
pandan sari – desa angkinang,pandan sari - desa angkinang,pandan sari - desa angkinang,Pandan Sari - Ds. Angkinang,exact,1.0,Pandan Sari - Ds. Angkinang,report_rerank_refined_planned_any_2026_20260417_211301.xlsx,refined_rerank_any2026,rankings
