raw_road_name,current_getRoadKey,proposed_canonical_key,proposed_canonical_name,match_type,confidence_score,candidate_names,source_file,source_scenario,source_name
papancan – desa tanah bangkang,papancan - desa tanah bangkang,papancan - desa tanah bangkang,Papancan - Ds. Tanah Bangkang,exact,1.0,Papancan - Ds. Tanah Bangkang,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
pegangsaan timur – teluk aman,pegangsaan timur - teluk aman,pegangsaan timur - teluk aman,Pegangsaan Timur - Teluk Aman,exact,1.0,Pegangsaan Timur - Teluk Aman,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
pembangunan – desa sei raya utara,pembangunan - desa sei raya utara,pembangunan - desa sei raya utara,Pembangunan - Ds. Sungai Raya Utara,exact,1.0,Pembangunan - Ds. Sungai Raya Utara,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
loksado – loklahung,loksado - loklahung,loksado - loklahung,Loksado - Loklahung,exact,1.0,Loksado - Loklahung,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
rawati – desa panjampang bahagia,rawati - desa panjampang bahagia,rawati - desa panjampang bahagia,Rawati - Ds. Panjampang Bahagia,exact,1.0,Rawati - Ds. Panjampang Bahagia,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
sakincung – desa hakurung dalam,sakincung - desa hakurung dalam,sakincung - desa hakurung dalam,Sakincung - Ds. Hakurung Dalam,exact,1.0,Sakincung - Ds. Hakurung Dalam,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
teluk pinang – padang rasau,teluk pinang - padang rasau,teluk pinang - padang rasau,Teluk Pinang - Padang Rasau,exact,1.0,Teluk Pinang - Padang Rasau,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
teluk pinang – pahampangan utara,teluk pinang - pahampangan utara,teluk pinang - pahampangan utara,Teluk Pinang - Pahampangan Utara,exact,1.0,Teluk Pinang - Pahampangan Utara,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
sei kupang utara – simp empat lungau,sei kupang utara - simp empat lungau,sei kupang utara - simp empat lungau,Sei Kupang Utara - Simp. Empat Lungau,exact,1.0,Sei Kupang Utara - Simp. Empat Lungau,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
hamayung – hakurung dalam,hamayung - hakurung dalam,hamayung - hakurung dalam,Hamayung - Hakurung Dalam,exact,1.0,Hamayung - Hakurung Dalam,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
bamban selatan – pakuan balunan,bamban selatan - pakuan balunan,bamban selatan - pakuan balunan,Bamban Selatan - Pakuan Balunan,exact,1.0,Bamban Selatan - Pakuan Balunan,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
sp malutu – pahampangan,sp malutu - pahampangan,sp malutu - pahampangan,Simpang Malutu - Pahampangan,exact,1.0,Simpang Malutu - Pahampangan,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
sp malutu – tambak,sp malutu - tambak,sp malutu - tambak,Simpang Malutu - Tambak,exact,1.0,Simpang Malutu - Tambak,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
bamban selatan – tanggang – panggang hijau,bamban selatan - tanggang - panggang hijau,bamban selatan - tanggang - panggang hijau,Bamban Selatan - Tanggang - Panggang Hijau,exact,1.0,Bamban Selatan - Tanggang - Panggang Hijau,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
sp 4 baru tampang – sp bilui pamujaan,sp 4 baru tampang - sp bilui pamujaan,sp 4 baru tampang - sp bilui pamujaan,Sp. 4 Baru/Tampang - Sp. Bilui Pamujaan,exact,1.0,Sp. 4 Baru/Tampang - Sp. Bilui Pamujaan,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
sp batang kulur kiri – tatas,sp batang kulur kiri - tatas,sp batang kulur kiri - tatas,Sp. Batang Kulur Kiri - Tatas,exact,1.0,Sp. Batang Kulur Kiri - Tatas,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
bamban tengah – lok nyiur,bamban tengah - lok nyiur,bamban tengah - lok nyiur,Bamban Tengah - Lok Nyiur,exact,1.0,Bamban Tengah - Lok Nyiur,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
bamban utara – longawang,bamban utara - longawang,bamban utara - longawang,Bamban Utara - Longawang,exact,1.0,Bamban Utara - Longawang,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
sp mandampa tel sili – sili – sp sei bungur,sp mandampa tel sili - sili - sp sei bungur,sp mandampa tel sili - sili - sp sei bungur,Sp. Mandampa Tel. Sili-Sili - Sp. Sei. Bungur,exact,1.0,Sp. Mandampa Tel. Sili-Sili - Sp. Sei. Bungur,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
sp 3 bukuanin – riam talo,sp 3 bukuanin - riam talo,sp 3 bukuanin - riam talo,Sp.3 Bukuanin - Riam Talo,exact,1.0,Sp.3 Bukuanin - Riam Talo,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
sp 3 bukuanin – tayub,sp 3 bukuanin - tayub,sp 3 bukuanin - tayub,Sp.3 Bukuanin - Tayub,exact,1.0,Sp.3 Bukuanin - Tayub,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
loksado – pantai dusin,loksado - pantai dusin,loksado - pantai dusin,Loksado - Pantai Dusin,exact,1.0,Loksado - Pantai Dusin,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
haratai 2 balai ujung atas sdn haratai2,haratai 2 balai ujung atas sdn haratai2,haratai 2 balai ujung atas sdn haratai2,Haratai 2 (Balai Ujung Atas) SDN Haratai2,exact,1.0,Haratai 2 (Balai Ujung Atas) SDN Haratai2,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
amawang kanan – wasah hulu,amawang kanan - wasah hulu,amawang kanan - wasah hulu,Amawang Kanan - Wasah Hulu,exact,1.0,Amawang Kanan - Wasah Hulu,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
sei damang – amawang kiri,sei damang - amawang kiri,sei damang - amawang kiri,Sungai Damang - Amawang Kiri,exact,1.0,Sungai Damang - Amawang Kiri,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
sei durian – desa gumbil,sei durian - desa gumbil,sei durian - desa gumbil,Sungai Durian - Ds. Gumbil,exact,1.0,Sungai Durian - Ds. Gumbil,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
sei karuh,sei karuh,sei karuh,Sungai Karuh,exact,1.0,Sungai Karuh,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
sei kudung – kalinduku,sei kudung - kalinduku,sei kudung - kalinduku,Sungai Kudung - Kalinduku,exact,1.0,Sungai Kudung - Kalinduku,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
bariang – getek,bariang - getek,bariang - getek,Bariang - Getek,exact,1.0,Bariang - Getek,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
bariang – patigan,bariang - patigan,bariang - patigan,Bariang - Patigan,exact,1.0,Bariang - Patigan,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
baru – asam desa baru,baru - asam desa baru,baru - asam desa baru,Baru - Asam Desa Baru,exact,1.0,Baru - Asam Desa Baru,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
sei raya utara – teluk pinang,sei raya utara - teluk pinang,sei raya utara - teluk pinang,Sungai Raya Utara - Teluk Pinang,exact,1.0,Sungai Raya Utara - Teluk Pinang,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
suriangpati – gambah dalam barat,suriangpati - gambah dalam barat,suriangpati - gambah dalam barat,Suriangpati - Gambah Dalam Barat,exact,1.0,Suriangpati - Gambah Dalam Barat,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
baru – desa bajayau,baru - desa bajayau,baru - desa bajayau,Baru - Ds. Bajayau,exact,1.0,Baru - Ds. Bajayau,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
panjampang bahagia – hanau,panjampang bahagia - hanau,panjampang bahagia - hanau,Panjampang Bahagia - Hanau,exact,1.0,Panjampang Bahagia - Hanau,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
tajun – sp 3 muara paring agung,tajun - sp 3 muara paring agung,tajun - sp 3 muara paring agung,Tajun - Sp.3 Muara Paring Agung,exact,1.0,Tajun - Sp.3 Muara Paring Agung,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
tambak pipii – batu ampar,tambak pipii - batu ampar,tambak pipii - batu ampar,Tambak Pipii - Batu Ampar,exact,1.0,Tambak Pipii - Batu Ampar,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
tambak pipii – malilingin,tambak pipii - malilingin,tambak pipii - malilingin,Tambak Pipii - Malilingin,exact,1.0,Tambak Pipii - Malilingin,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
taminung,taminung,taminung,Taminung,exact,1.0,Taminung,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
tamiyang – desa tamiyang eks,tamiyang - desa tamiyang eks,tamiyang - desa tamiyang eks,Tamiyang - Ds. Tamiyang (Eks TMMD),exact,1.0,Tamiyang - Ds. Tamiyang (Eks TMMD),recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
tanginau – balai haruyan,tanginau - balai haruyan,tanginau - balai haruyan,Tanginau - Balai Haruyan,exact,1.0,Tanginau - Balai Haruyan,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
batang kulur kanan – bumi berkat kisung,batang kulur kanan - bumi berkat kisung,batang kulur kanan - bumi berkat kisung,Batang Kulur Kanan - Bumi Berkat (Kisung),exact,1.0,Batang Kulur Kanan - Bumi Berkat (Kisung),recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
tanjungan – sp 3 sakijang,tanjungan - sp 3 sakijang,tanjungan - sp 3 sakijang,Tanjungan - Sp. 3 Sakijang,exact,1.0,Tanjungan - Sp. 3 Sakijang,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
longawang – gumbil,longawang - gumbil,longawang - gumbil,Longawang - Gumbil,exact,1.0,Longawang - Gumbil,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
hariti – sei raya selatan,hariti - sei raya selatan,hariti - sei raya selatan,Hariti - Sungai Raya Selatan,exact,1.0,Hariti - Sungai Raya Selatan,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
tungkaran – desa ulin,tungkaran - desa ulin,tungkaran - desa ulin,Tungkaran - Ds. Ulin,exact,1.0,Tungkaran - Ds. Ulin,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
ulin – tanggul balai mas,ulin - tanggul balai mas,ulin - tanggul balai mas,Ulin - Tanggul (Balai Mas),exact,1.0,Ulin - Tanggul (Balai Mas),recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
asam duhat – desa pantai ulin,asam duhat - desa pantai ulin,asam duhat - desa pantai ulin,Asam Duhat - Ds. Pantai Ulin,exact,1.0,Asam Duhat - Ds. Pantai Ulin,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
asam seranggan – asam tamiyang,asam seranggan - asam tamiyang,asam seranggan - asam tamiyang,Asam Seranggan - Asam Tamiyang,exact,1.0,Asam Seranggan - Asam Tamiyang,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
badaun – desa bjayau lama,badaun - desa bjayau lama,badaun - desa bjayau lama,Badaun - Ds. Bjayau Lama,exact,1.0,Badaun - Ds. Bjayau Lama,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
batu laki – muara pipii,batu laki - muara pipii,batu laki - muara pipii,Batu Laki - Muara Pipii,exact,1.0,Batu Laki - Muara Pipii,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
karasikan – sarang halang,karasikan - sarang halang,karasikan - sarang halang,Karasikan - Sarang Halang,exact,1.0,Karasikan - Sarang Halang,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
hulu banyu – pantai langsat,hulu banyu - pantai langsat,hulu banyu - pantai langsat,Hulu Banyu - Pantai Langsat,exact,1.0,Hulu Banyu - Pantai Langsat,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
ida manggala – padang makmur,ida manggala - padang makmur,ida manggala - padang makmur,Ida Manggala - Padang Makmur,exact,1.0,Ida Manggala - Padang Makmur,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
binjai sirih hulu – desa seranggan,binjai sirih hulu - desa seranggan,binjai sirih hulu - desa seranggan,Binjai (Sirih Hulu) - Ds. Seranggan,exact,1.0,Binjai (Sirih Hulu) - Ds. Seranggan,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
balaimas – hanau,balaimas - hanau,balaimas - hanau,Balaimas - Hanau,exact,1.0,Balaimas - Hanau,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
balanti – p3dt,balanti - p3dt,balanti - p3dt,Balanti - (Ex. P3DT),exact,1.0,Balanti - (Ex. P3DT),recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
kolonel sugiono,kolonel sugiono,kolonel sugiono,Kolonel Sugiono,exact,1.0,Kolonel Sugiono,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
ks tubun,ks tubun,ks tubun,KS. Tubun,exact,1.0,KS. Tubun,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
lambuk – desa tumingki,lambuk - desa tumingki,lambuk - desa tumingki,Lambuk - Ds. Tumingki,exact,1.0,Lambuk - Ds. Tumingki,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
tambangan – desa baruh jaya,tambangan - desa baruh jaya,tambangan - desa baruh jaya,Tambangan - Ds. Baruh Jaya,exact,1.0,Tambangan - Ds. Baruh Jaya,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
singakarsa – palas,singakarsa - palas,singakarsa - palas,Singakarsa - Palas,exact,1.0,Singakarsa - Palas,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
pakan dalam – kaminting batu,pakan dalam - kaminting batu,pakan dalam - kaminting batu,Pakan Dalam - Kaminting Batu,exact,1.0,Pakan Dalam - Kaminting Batu,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
taniran selatan kubah – buntut taniran wawaran,taniran selatan kubah - buntut taniran wawaran,taniran selatan kubah - buntut taniran wawaran,Taniran Selatan Kubah - Buntut Taniran / Wawaran,exact,1.0,Taniran Selatan Kubah - Buntut Taniran / Wawaran,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
palas – desa wasah tengah,palas - desa wasah tengah,palas - desa wasah tengah,Palas - Ds. Wasah Tengah,exact,1.0,Palas - Ds. Wasah Tengah,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
kaminting batu,kaminting batu,kaminting batu,Kaminting Batu,exact,1.0,Kaminting Batu,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
sei paring – sei hanyar pantai ulin,sei paring - sei hanyar pantai ulin,sei paring - sei hanyar pantai ulin,Sungai Paring - Sei Hanyar Pantai Ulin,exact,1.0,Sungai Paring - Sei Hanyar Pantai Ulin,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
sei mandala murung raya,sei mandala murung raya,sei mandala murung raya,Sei. Mandala Murung Raya,exact,1.0,Sei. Mandala Murung Raya,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
pandak daun – baruh jaya – samuda,pandak daun - baruh jaya - samuda,pandak daun - baruh jaya - samuda,Pandak Daun - Baruh Jaya - Samuda,exact,1.0,Pandak Daun - Baruh Jaya - Samuda,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
kampung kawat,kampung kawat,kampung kawat,Kampung Kawat,exact,1.0,Kampung Kawat,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
kalumpang selatan – desa asam tamiyang,kalumpang selatan - desa asam tamiyang,kalumpang selatan - desa asam tamiyang,Kalumpang Selatan - Ds. Asam Tamiyang,exact,1.0,Kalumpang Selatan - Ds. Asam Tamiyang,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
bayampah – tanuhi – tugu niih,bayampah - tanuhi - tugu niih,bayampah - tanuhi - tugu niih,Bayampah - Tanuhi - Tugu Niih,exact,1.0,Bayampah - Tanuhi - Tugu Niih,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
bayanan – pihanin,bayanan - pihanin,bayanan - pihanin,Bayanan - Pihanin,exact,1.0,Bayanan - Pihanin,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
asam cangkuk – telaga bidadari,asam cangkuk - telaga bidadari,asam cangkuk - telaga bidadari,Asam Cangkuk - Telaga Bidadari,exact,1.0,Asam Cangkuk - Telaga Bidadari,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
wasah hulu – amparaya – simpur,wasah hulu - amparaya - simpur,wasah hulu - amparaya - simpur,Wasah Hulu - Amparaya - Simpur,exact,1.0,Wasah Hulu - Amparaya - Simpur,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
bayanan – habirau tengah,bayanan - habirau tengah,bayanan - habirau tengah,Bayanan - Habirau Tengah,exact,1.0,Bayanan - Habirau Tengah,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
h m thaib,h m thaib,h m thaib,H.M. Thaib,exact,1.0,H.M. Thaib,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
hakurung dalam – desa sei haji,hakurung dalam - desa sei haji,hakurung dalam - desa sei haji,Hakurung Dalam - Ds. Sungai Haji,exact,1.0,Hakurung Dalam - Ds. Sungai Haji,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
rel angkinang – angkinang,rel angkinang - angkinang,rel angkinang - angkinang,Rel Angkinang - TMMD Angkinang,exact,1.0,Rel Angkinang - TMMD Angkinang,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
bubuih – desa halunuk,bubuih - desa halunuk,bubuih - desa halunuk,Bubuih - Ds. Halunuk,exact,1.0,Bubuih - Ds. Halunuk,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
karang jawa – ambarai – sei bungur,karang jawa - ambarai - sei bungur,karang jawa - ambarai - sei bungur,Karang Jawa -Ambarai - Sungai Bungur,exact,1.0,Karang Jawa -Ambarai - Sungai Bungur,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
dahlia,dahlia,dahlia,Dahlia,exact,1.0,Dahlia,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
paku jambu hulu – ganda,paku jambu hulu - ganda,paku jambu hulu - ganda,Paku (Jambu Hulu) - Ganda,exact,1.0,Paku (Jambu Hulu) - Ganda,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
wasah hilir – amparaya,wasah hilir - amparaya,wasah hilir - amparaya,Wasah Hilir - Amparaya,exact,1.0,Wasah Hilir - Amparaya,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
tanah bangkang menuju balai benih ikan,tanah bangkang menuju balai benih ikan,tanah bangkang menuju balai benih ikan,Tanah Bangkang Menuju Balai Benih Ikan,exact,1.0,Tanah Bangkang Menuju Balai Benih Ikan,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
teluk haur i,teluk haur i,teluk haur i,Teluk Haur I,exact,1.0,Teluk Haur I,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
halunuk – riam tajam talo – hamak umpaya,halunuk - riam tajam talo - hamak umpaya,halunuk - riam tajam talo - hamak umpaya,Halunuk - Riam Tajam/Talo - Hamak Umpaya,exact,1.0,Halunuk - Riam Tajam/Talo - Hamak Umpaya,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
teluk pinang – baluti,teluk pinang - baluti,teluk pinang - baluti,Teluk Pinang - Baluti,exact,1.0,Teluk Pinang - Baluti,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
negara – tumbukan banyu,negara - tumbukan banyu,negara - tumbukan banyu,Negara - Tumbukan Banyu,exact,1.0,Negara - Tumbukan Banyu,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
sp 4 banjarbaru – pasar negara,sp 4 banjarbaru - pasar negara,sp 4 banjarbaru - pasar negara,SP.4 Banjarbaru - Pasar Negara,exact,1.0,SP.4 Banjarbaru - Pasar Negara,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
taal batang kulur – sp 3 muara prg agung,taal batang kulur - sp 3 muara prg agung,taal batang kulur - sp 3 muara prg agung,Taal Batang Kulur - Sp. 3 Muara Prg Agung,exact,1.0,Taal Batang Kulur - Sp. 3 Muara Prg Agung,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
pangeran antasari – loklua,pangeran antasari - loklua,pangeran antasari - loklua,Pangeran Antasari - Loklua,exact,1.0,Pangeran Antasari - Loklua,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
tembok lama – loklua,tembok lama - loklua,tembok lama - loklua,Tembok Lama - Loklua,exact,1.0,Tembok Lama - Loklua,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
mawar daha selatan,mawar daha selatan,mawar daha selatan,Mawar (Daha Selatan),exact,1.0,Mawar (Daha Selatan),recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
malilingin – lokbahan – paniungan,malilingin - lokbahan - paniungan,malilingin - lokbahan - paniungan,Malilingin - Lokbahan - Paniungan,exact,1.0,Malilingin - Lokbahan - Paniungan,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
tibung raya – hamalau dalam,tibung raya - hamalau dalam,tibung raya - hamalau dalam,Tibung Raya - Hamalau Dalam,exact,1.0,Tibung Raya - Hamalau Dalam,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
jend sudirman,jend sudirman,jend sudirman,Jend. Sudirman,exact,1.0,Jend. Sudirman,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
balimau – murung dalam,balimau - murung dalam,balimau - murung dalam,Balimau - Murung Dalam,exact,1.0,Balimau - Murung Dalam,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
hulu banyu – datar mangkung – tumingki,hulu banyu - datar mangkung - tumingki,hulu banyu - datar mangkung - tumingki,Hulu Banyu - Datar Mangkung - Tumingki,exact,1.0,Hulu Banyu - Datar Mangkung - Tumingki,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
harapan sdn habirau ii sei palangan,harapan sdn habirau ii sei palangan,harapan sdn habirau ii sei palangan,Harapan (SDN Habirau II)/ Sei. Palangan,exact,1.0,Harapan (SDN Habirau II)/ Sei. Palangan,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
tanayung – simp ambarai,tanayung - simp ambarai,tanayung - simp ambarai,Tanayung - Simp. Ambarai,exact,1.0,Tanayung - Simp. Ambarai,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
teluk mesjid – sp 4 muara banta,teluk mesjid - sp 4 muara banta,teluk mesjid - sp 4 muara banta,Teluk Mesjid - Sp. 4 Muara Banta,exact,1.0,Teluk Mesjid - Sp. 4 Muara Banta,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
kalimput desa wasah hilir,kalimput desa wasah hilir,kalimput desa wasah hilir,Kalimput Desa Wasah Hilir,exact,1.0,Kalimput Desa Wasah Hilir,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
bakarung – rantauan,bakarung - rantauan,bakarung - rantauan,Bakarung - Rantauan,exact,1.0,Bakarung - Rantauan,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
loksado – haratai,loksado - haratai,loksado - haratai,Loksado - Haratai,exact,1.0,Loksado - Haratai,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
inst pdam negara,inst pdam negara,inst pdam negara,Inst. PDAM Negara,exact,1.0,Inst. PDAM Negara,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
sp hamalau – teluk pinang,sp hamalau - teluk pinang,sp hamalau - teluk pinang,Simpang Hamalau - Teluk Pinang,exact,1.0,Simpang Hamalau - Teluk Pinang,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
haratai 3 balai kedayang sdn haratai 3,haratai 3 balai kedayang sdn haratai 3,haratai 3 balai kedayang sdn haratai 3,Haratai 3 (Balai Kedayang) / SDN Haratai 3,exact,1.0,Haratai 3 (Balai Kedayang) / SDN Haratai 3,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
kalaka dayuh – desa sei raya utara,kalaka dayuh - desa sei raya utara,kalaka dayuh - desa sei raya utara,Kalaka Dayuh - Ds. Sungai Raya Utara,exact,1.0,Kalaka Dayuh - Ds. Sungai Raya Utara,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
wasah hilir – sarang halang,wasah hilir - sarang halang,wasah hilir - sarang halang,Wasah Hilir - Sarang Halang,exact,1.0,Wasah Hilir - Sarang Halang,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
pandan sari – desa angkinang,pandan sari - desa angkinang,pandan sari - desa angkinang,Pandan Sari - Ds. Angkinang,exact,1.0,Pandan Sari - Ds. Angkinang,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
tanah habang – desa simpur,tanah habang - desa simpur,tanah habang - desa simpur,Tanah Habang - Ds. Simpur,exact,1.0,Tanah Habang - Ds. Simpur,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
tibung raya – asam cangkuk,tibung raya - asam cangkuk,tibung raya - asam cangkuk,Tibung Raya - Asam Cangkuk,exact,1.0,Tibung Raya - Asam Cangkuk,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
teluk haur ii,teluk haur ii,teluk haur ii,Teluk Haur II,exact,1.0,Teluk Haur II,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
kalumpang desa balanti – teratai,kalumpang desa balanti - teratai,kalumpang desa balanti - teratai,Kalumpang (Ds. Balanti) - Teratai,exact,1.0,Kalumpang (Ds. Balanti) - Teratai,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
cangkingan herman,cangkingan herman,cangkingan herman,Cangkingan Herman,exact,1.0,Cangkingan Herman,recall_maximizer_any2026_policyboost.xlsx,refined_recall_max_any2026,rankings
