nomor_ruas,nama_ruas_raw,sta_awal_raw,sta_akhir_raw,sta_start_m,sta_end_m,panjang_m,baik_m,sedang_m,rusak_ringan_m,rusak_berat_m,mantap_m,tidak_mantap_m,dominant_condition,segment_status,jenis_penanganan_raw,jenis_penanganan_norm,surface_code,surface_label,lebar_m,tahun_survei
157,Malilingin - Muara Hariang,1800,1900,1800,1900,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,4.0,2025
157,Malilingin - Muara Hariang,1900,2000,1900,2000,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,4.0,2025
157,Malilingin - Muara Hariang,2000,2100,2000,2100,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,4.0,2025
157,Malilingin - Muara Hariang,2100,2200,2100,2200,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,4.0,2025
157,Malilingin - Muara Hariang,2200,2300,2200,2300,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,4.0,2025
157,Malilingin - Muara Hariang,2300,2400,2300,2400,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,4.0,2025
157,Malilingin - Muara Hariang,2400,2500,2400,2500,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,4.0,2025
157,Malilingin - Muara Hariang,2500,2600,2500,2600,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,4.0,2025
157,Malilingin - Muara Hariang,2600,2700,2600,2700,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,4.0,2025
157,Malilingin - Muara Hariang,2700,2800,2700,2800,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,4.0,2025
157,Malilingin - Muara Hariang,2800,2900,2800,2900,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,4.0,2025
157,Malilingin - Muara Hariang,2900,3000,2900,3000,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,4.0,2025
157,Malilingin - Muara Hariang,3000,3100,3000,3100,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,4.0,2025
157,Malilingin - Muara Hariang,3100,3200,3100,3200,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,4.0,2025
157,Malilingin - Muara Hariang,3200,3300,3200,3300,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,4.0,2025
157,Malilingin - Muara Hariang,3300,3400,3300,3400,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,4.0,2025
157,Malilingin - Muara Hariang,3400,3500,3400,3500,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,4.0,2025
157,Malilingin - Muara Hariang,3500,3600,3500,3600,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,4.0,2025
157,Malilingin - Muara Hariang,3600,3700,3600,3700,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,4.0,2025
157,Malilingin - Muara Hariang,3700,3800,3700,3800,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,4.0,2025
157,Malilingin - Muara Hariang,3800,3900,3800,3900,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,4.0,2025
157,Malilingin - Muara Hariang,3900,4000,3900,4000,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,4.0,2025
157,Malilingin - Muara Hariang,4000,4100,4000,4100,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,4.0,2025
157,Malilingin - Muara Hariang,4100,4200,4100,4200,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,4.0,2025
157,Malilingin - Muara Hariang,4200,4300,4200,4300,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,4.0,2025
157,Malilingin - Muara Hariang,4300,4400,4300,4400,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,4.0,2025
157,Malilingin - Muara Hariang,4400,4500,4400,4500,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,4.0,2025
157,Malilingin - Muara Hariang,4500,4570,4500,4570,70.0,0.0,0.0,0.0,70.0,0.0,70.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,4.0,2025
158,Mawangi - Pariangan,0,100,0,100,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.5,2025
158,Mawangi - Pariangan,100,200,100,200,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.5,2025
158,Mawangi - Pariangan,200,300,200,300,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.5,2025
158,Mawangi - Pariangan,300,400,300,400,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.5,2025
158,Mawangi - Pariangan,400,500,400,500,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.5,2025
158,Mawangi - Pariangan,500,600,500,600,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.5,2025
158,Mawangi - Pariangan,600,700,600,700,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.5,2025
158,Mawangi - Pariangan,700,800,700,800,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.5,2025
158,Mawangi - Pariangan,800,900,800,900,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.5,2025
158,Mawangi - Pariangan,900,1000,900,1000,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,A,Aspal,3.5,2025
158,Mawangi - Pariangan,1000,1100,1000,1100,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.5,2025
158,Mawangi - Pariangan,1100,1200,1100,1200,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.5,2025
158,Mawangi - Pariangan,1200,1300,1200,1300,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.5,2025
158,Mawangi - Pariangan,1300,1400,1300,1400,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.5,2025
158,Mawangi - Pariangan,1400,1500,1400,1500,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.5,2025
158,Mawangi - Pariangan,1500,1600,1500,1600,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.5,2025
158,Mawangi - Pariangan,1600,1700,1600,1700,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.5,2025
158,Mawangi - Pariangan,1700,1800,1700,1800,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.5,2025
158,Mawangi - Pariangan,1800,1900,1800,1900,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.5,2025
158,Mawangi - Pariangan,1900,2000,1900,2000,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.5,2025
158,Mawangi - Pariangan,2000,2100,2000,2100,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.5,2025
158,Mawangi - Pariangan,2100,2200,2100,2200,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.5,2025
158,Mawangi - Pariangan,2200,2300,2200,2300,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.5,2025
158,Mawangi - Pariangan,2300,2350,2300,2350,50.0,0.0,50.0,0.0,0.0,50.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.5,2025
159,Jambu Hulu - Paku Pantai,0,100,0,100,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
159,Jambu Hulu - Paku Pantai,100,200,100,200,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
159,Jambu Hulu - Paku Pantai,200,300,200,300,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
159,Jambu Hulu - Paku Pantai,300,400,300,400,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
159,Jambu Hulu - Paku Pantai,400,500,400,500,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
159,Jambu Hulu - Paku Pantai,500,600,500,600,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
159,Jambu Hulu - Paku Pantai,600,700,600,700,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
159,Jambu Hulu - Paku Pantai,700,800,700,800,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
159,Jambu Hulu - Paku Pantai,800,900,800,900,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
159,Jambu Hulu - Paku Pantai,900,1000,900,1000,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
159,Jambu Hulu - Paku Pantai,1000,1100,1000,1100,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
159,Jambu Hulu - Paku Pantai,1100,1200,1100,1200,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
159,Jambu Hulu - Paku Pantai,1200,1300,1200,1300,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
159,Jambu Hulu - Paku Pantai,1300,1400,1300,1400,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
159,Jambu Hulu - Paku Pantai,1400,1500,1400,1500,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
159,Jambu Hulu - Paku Pantai,1500,1600,1500,1600,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
159,Jambu Hulu - Paku Pantai,1600,1620,1600,1620,20.0,0.0,0.0,20.0,0.0,0.0,20.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
160,Sungai Minting - Ds. Malutu,0,100,0,100,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
160,Sungai Minting - Ds. Malutu,100,200,100,200,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
160,Sungai Minting - Ds. Malutu,200,300,200,300,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
160,Sungai Minting - Ds. Malutu,300,400,300,400,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
160,Sungai Minting - Ds. Malutu,400,470,400,470,70.0,0.0,70.0,0.0,0.0,70.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
161,Padang Rasau (Tambak Tamiang) - Paku Pantai,0,100,0,100,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
161,Padang Rasau (Tambak Tamiang) - Paku Pantai,100,200,100,200,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
161,Padang Rasau (Tambak Tamiang) - Paku Pantai,200,300,200,300,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
161,Padang Rasau (Tambak Tamiang) - Paku Pantai,300,400,300,400,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
161,Padang Rasau (Tambak Tamiang) - Paku Pantai,400,500,400,500,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
161,Padang Rasau (Tambak Tamiang) - Paku Pantai,500,600,500,600,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
161,Padang Rasau (Tambak Tamiang) - Paku Pantai,600,700,600,700,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
161,Padang Rasau (Tambak Tamiang) - Paku Pantai,700,800,700,800,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
161,Padang Rasau (Tambak Tamiang) - Paku Pantai,800,900,800,900,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
161,Padang Rasau (Tambak Tamiang) - Paku Pantai,900,1000,900,1000,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
161,Padang Rasau (Tambak Tamiang) - Paku Pantai,1000,1100,1000,1100,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
161,Padang Rasau (Tambak Tamiang) - Paku Pantai,1100,1200,1100,1200,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
161,Padang Rasau (Tambak Tamiang) - Paku Pantai,1200,1300,1200,1300,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
161,Padang Rasau (Tambak Tamiang) - Paku Pantai,1300,1400,1300,1400,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
161,Padang Rasau (Tambak Tamiang) - Paku Pantai,1400,1500,1400,1500,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
161,Padang Rasau (Tambak Tamiang) - Paku Pantai,1500,1600,1500,1600,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
161,Padang Rasau (Tambak Tamiang) - Paku Pantai,1600,1700,1600,1700,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
161,Padang Rasau (Tambak Tamiang) - Paku Pantai,1700,1800,1700,1800,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
161,Padang Rasau (Tambak Tamiang) - Paku Pantai,1800,1900,1800,1900,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
161,Padang Rasau (Tambak Tamiang) - Paku Pantai,1900,2000,1900,2000,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
161,Padang Rasau (Tambak Tamiang) - Paku Pantai,2000,2100,2000,2100,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
161,Padang Rasau (Tambak Tamiang) - Paku Pantai,2100,2200,2100,2200,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
161,Padang Rasau (Tambak Tamiang) - Paku Pantai,2200,2230,2200,2230,30.0,0.0,30.0,0.0,0.0,30.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
162,Jl. Galuntang Tayub - Ds. Madang,0,100,0,100,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.5,2025
162,Jl. Galuntang Tayub - Ds. Madang,100,200,100,200,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.5,2025
162,Jl. Galuntang Tayub - Ds. Madang,200,300,200,300,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.5,2025
162,Jl. Galuntang Tayub - Ds. Madang,300,400,300,400,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.5,2025
162,Jl. Galuntang Tayub - Ds. Madang,400,500,400,500,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.5,2025
162,Jl. Galuntang Tayub - Ds. Madang,500,600,500,600,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.5,2025
162,Jl. Galuntang Tayub - Ds. Madang,600,700,600,700,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.5,2025
162,Jl. Galuntang Tayub - Ds. Madang,700,800,700,800,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.5,2025
162,Jl. Galuntang Tayub - Ds. Madang,800,900,800,900,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.5,2025
162,Jl. Galuntang Tayub - Ds. Madang,900,1000,900,1000,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.5,2025
162,Jl. Galuntang Tayub - Ds. Madang,1000,1100,1000,1100,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.5,2025
162,Jl. Galuntang Tayub - Ds. Madang,1100,1200,1100,1200,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.5,2025
162,Jl. Galuntang Tayub - Ds. Madang,1200,1300,1200,1300,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.5,2025
162,Jl. Galuntang Tayub - Ds. Madang,1300,1400,1300,1400,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.5,2025
162,Jl. Galuntang Tayub - Ds. Madang,1400,1500,1400,1500,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.5,2025
162,Jl. Galuntang Tayub - Ds. Madang,1500,1600,1500,1600,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.5,2025
162,Jl. Galuntang Tayub - Ds. Madang,1600,1700,1600,1700,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.5,2025
162,Jl. Galuntang Tayub - Ds. Madang,1700,1800,1700,1800,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.5,2025
162,Jl. Galuntang Tayub - Ds. Madang,1800,1900,1800,1900,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.5,2025
162,Jl. Galuntang Tayub - Ds. Madang,1900,2000,1900,2000,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.5,2025
162,Jl. Galuntang Tayub - Ds. Madang,2000,2100,2000,2100,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.5,2025
162,Jl. Galuntang Tayub - Ds. Madang,2100,2200,2100,2200,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.5,2025
162,Jl. Galuntang Tayub - Ds. Madang,2200,2300,2200,2300,100.0,100.0,0.0,0.0,0.0,100.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.5,2025
162,Jl. Galuntang Tayub - Ds. Madang,2300,2360,2300,2360,60.0,60.0,0.0,0.0,0.0,60.0,0.0,baik,mantap,Routine,routine,A,Aspal,3.5,2025
163,Jl. Menuju SMPN Malilingin,0,100,0,100,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
163,Jl. Menuju SMPN Malilingin,100,200,100,200,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
163,Jl. Menuju SMPN Malilingin,200,300,200,300,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
163,Jl. Menuju SMPN Malilingin,300,400,300,400,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
163,Jl. Menuju SMPN Malilingin,400,450,400,450,50.0,0.0,50.0,0.0,0.0,50.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
164,Jl. Samping Mesjid Mandapai,0,100,0,100,100.0,0.0,0.0,100.0,0.0,0.0,100.0,rusak_ringan,tidak_mantap,Periodic,periodic,A,Aspal,3.0,2025
164,Jl. Samping Mesjid Mandapai,100,200,100,200,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
164,Jl. Samping Mesjid Mandapai,200,240,200,240,40.0,0.0,40.0,0.0,0.0,40.0,0.0,sedang,mantap,Routine,routine,A,Aspal,3.0,2025
165,Muara Hariang - Bayumbung,0,100,0,100,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,B,Beton,2.0,2025
165,Muara Hariang - Bayumbung,100,200,100,200,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,B,Beton,2.0,2025
165,Muara Hariang - Bayumbung,200,300,200,300,100.0,0.0,100.0,0.0,0.0,100.0,0.0,sedang,mantap,Routine,routine,B,Beton,2.0,2025
165,Muara Hariang - Bayumbung,300,400,300,400,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,B,Beton,2.0,2025
165,Muara Hariang - Bayumbung,400,500,400,500,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,B,Beton,2.0,2025
165,Muara Hariang - Bayumbung,500,600,500,600,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,B,Beton,2.0,2025
165,Muara Hariang - Bayumbung,600,700,600,700,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,B,Beton,2.0,2025
165,Muara Hariang - Bayumbung,700,800,700,800,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,2.0,2025
165,Muara Hariang - Bayumbung,800,900,800,900,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,2.0,2025
165,Muara Hariang - Bayumbung,900,1000,900,1000,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,2.0,2025
165,Muara Hariang - Bayumbung,1000,1100,1000,1100,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,2.0,2025
165,Muara Hariang - Bayumbung,1100,1200,1100,1200,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,2.0,2025
165,Muara Hariang - Bayumbung,1200,1300,1200,1300,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,2.0,2025
165,Muara Hariang - Bayumbung,1300,1400,1300,1400,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,2.0,2025
165,Muara Hariang - Bayumbung,1400,1500,1400,1500,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,2.0,2025
165,Muara Hariang - Bayumbung,1500,1600,1500,1600,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,2.0,2025
165,Muara Hariang - Bayumbung,1600,1700,1600,1700,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,2.0,2025
165,Muara Hariang - Bayumbung,1700,1800,1700,1800,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,2.0,2025
165,Muara Hariang - Bayumbung,1800,1900,1800,1900,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,2.0,2025
165,Muara Hariang - Bayumbung,1900,2000,1900,2000,100.0,0.0,0.0,0.0,100.0,0.0,100.0,rusak_berat,tidak_mantap,Rehab/Recon,reconstruction,T,Tanah,2.0,2025
