asb_id|no|kelompok_barang|kode_barang|uraian|spesifikasi|satuan|harga_rp|kelompok_belanja|treatment_family|surface_type|width_m|layer_thickness_cm
asb_0250|250|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D45"|"Lebar = 3 m, HRS-WC = 5 cm, LPA = 10 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 50 cm"|"Meter"|4017000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|5
asb_0251|251|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D46"|"Lebar = 3 m, HRS-WC = 5 cm, LPA = 15 cm, LPB = 15 cm, dan Timbunan Pilihan dari Sumber Galian = 50 cm"|"Meter"|4039000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|5
asb_0252|252|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D47"|"Lebar = 3 m, HRS-WC = 5 cm, LPA = 15 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 50 cm"|"Meter"|4244000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|5
asb_0253|253|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D48"|"Lebar = 3 m, HRS-WC = 5 cm, LPA = 20 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 50 cm"|"Meter"|4470000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|5
asb_0254|254|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D49"|"Lebar = 3 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 10 cm, dan Timbunan Pilihan dari Sumber Galian = 20 cm"|"Meter"|2412000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0255|255|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D50"|"Lebar = 3 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 15 cm, dan Timbunan Pilihan dari Sumber Galian = 20 cm"|"Meter"|2616000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0256|256|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D51"|"Lebar = 3 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 20 cm"|"Meter"|2821000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0257|257|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D52"|"Lebar = 3 m, HRS-Base = 4 cm, LPA = 15 cm, LPB = 15 cm, dan Timbunan Pilihan dari Sumber Galian = 20 cm"|"Meter"|2843000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0258|258|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D53"|"Lebar = 3 m, HRS-Base = 4 cm, LPA = 15 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 20 cm"|"Meter"|3048000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0259|259|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D54"|"Lebar = 3 m, HRS-Base = 4 cm, LPA = 20 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 20 cm"|"Meter"|3274000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0260|260|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D55"|"Lebar = 3 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 10 cm, dan Timbunan Pilihan dari Sumber Galian = 30 cm"|"Meter"|2742000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0261|261|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D56"|"Lebar = 3 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 15 cm, dan Timbunan Pilihan dari Sumber Galian = 30 cm"|"Meter"|2947000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0262|262|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D57"|"Lebar = 3 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 30 cm"|"Meter"|3152000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0263|263|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D58"|"Lebar = 3 m, HRS-Base = 4 cm, LPA = 15 cm, LPB = 15 cm, dan Timbunan Pilihan dari Sumber Galian = 30 cm"|"Meter"|3173000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0264|264|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D59"|"Lebar = 3 m, HRS-Base = 4 cm, LPA = 15 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 30 cm"|"Meter"|3378000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0265|265|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D60"|"Lebar = 3 m, HRS-Base = 4 cm, LPA = 20 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 30 cm"|"Meter"|3605000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0266|266|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D61"|"Lebar = 3 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 10 cm, dan Timbunan Pilihan dari Sumber Galian = 40 cm"|"Meter"|3072000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0267|267|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D62"|"Lebar = 3 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 15 cm, dan Timbunan Pilihan dari Sumber Galian = 40 cm"|"Meter"|3277000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0268|268|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D63"|"Lebar = 3 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 40 cm"|"Meter"|3481000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0269|269|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D64"|"Lebar = 3 m, HRS-Base = 4 cm, LPA = 15 cm, LPB = 15 cm, dan Timbunan Pilihan dari Sumber Galian = 40 cm"|"Meter"|3504000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0270|270|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D65"|"Lebar = 3 m, HRS-Base = 4 cm, LPA = 15 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 40 cm"|"Meter"|3708000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0271|271|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D66"|"Lebar = 3 m, HRS-Base = 4 cm, LPA = 20 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 40 cm"|"Meter"|3935000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0272|272|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D67"|"Lebar = 3 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 10 cm, dan Timbunan Pilihan dari Sumber Galian = 50 cm"|"Meter"|3403000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0273|273|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D68"|"Lebar = 3 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 15 cm, dan Timbunan Pilihan dari Sumber Galian = 50 cm"|"Meter"|3607000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0274|274|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D69"|"Lebar = 3 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 50 cm"|"Meter"|3812000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0275|275|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D70"|"Lebar = 3 m, HRS-Base = 4 cm, LPA = 15 cm, LPB = 15 cm, dan Timbunan Pilihan dari Sumber Galian = 50 cm"|"Meter"|3834000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0276|276|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D71"|"Lebar = 3 m, HRS-Base = 4 cm, LPA = 15 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 50 cm"|"Meter"|4039000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0277|277|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D72"|"Lebar = 3 m, HRS-Base = 4 cm, LPA = 20 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 50 cm"|"Meter"|4265000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|4
asb_0278|278|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D73"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 10 cm, dan Timbunan Pilihan dari Sumber Galian = 20 cm"|"Meter"|2594000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0279|279|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D74"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 15 cm, dan Timbunan Pilihan dari Sumber Galian = 20 cm"|"Meter"|2799000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0280|280|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D75"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 20 cm"|"Meter"|3003000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0281|281|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D76"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 15 cm, LPB = 15 cm, dan Timbunan Pilihan dari Sumber Galian = 20 cm"|"Meter"|3025000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0282|282|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D77"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 15 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 20 cm"|"Meter"|3229000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0283|283|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D78"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 20 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 20 cm"|"Meter"|3456000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0284|284|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D79"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 10 cm, dan Timbunan Pilihan dari Sumber Galian = 30 cm"|"Meter"|2924000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0285|285|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D80"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 15 cm, dan Timbunan Pilihan dari Sumber Galian = 30 cm"|"Meter"|3129000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0286|286|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D81"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 30 cm"|"Meter"|3333000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0287|287|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D82"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 15 cm, LPB = 15 cm, dan Timbunan Pilihan dari Sumber Galian = 30 cm"|"Meter"|3356000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0288|288|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D83"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 15 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 30 cm"|"Meter"|3560000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0289|289|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D84"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 20 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 30 cm"|"Meter"|3786000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0290|290|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D85"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 10 cm, dan Timbunan Pilihan dari Sumber Galian = 40 cm"|"Meter"|3255000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0291|291|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D86"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 15 cm, dan Timbunan Pilihan dari Sumber Galian = 40 cm"|"Meter"|3459000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0292|292|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D87"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 40 cm"|"Meter"|3664000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0293|293|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D88"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 15 cm, LPB = 15 cm, dan Timbunan Pilihan dari Sumber Galian = 40 cm"|"Meter"|3685000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0294|294|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D89"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 15 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 40 cm"|"Meter"|3890000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0295|295|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D90"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 20 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 40 cm"|"Meter"|4117000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0296|296|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D91"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 10 cm, dan Timbunan Pilihan dari Sumber Galian = 50 cm"|"Meter"|3584000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0297|297|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D92"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 15 cm, dan Timbunan Pilihan dari Sumber Galian = 50 cm"|"Meter"|3789000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0298|298|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D93"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 50 cm"|"Meter"|3994000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0299|299|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D94"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 15 cm, LPB = 15 cm, dan Timbunan Pilihan dari Sumber Galian = 50 cm"|"Meter"|4016000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0300|300|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D95"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 15 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 50 cm"|"Meter"|4221000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0301|301|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D96"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 20 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 50 cm"|"Meter"|4448000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0302|302|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D97"|"Lebar = 3,5 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 10 cm, dan Timbunan Pilihan dari Sumber Galian = 20 cm"|"Meter"|2741000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0303|303|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D98"|"Lebar = 3,5 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 15 cm, dan Timbunan Pilihan dari Sumber Galian = 20 cm"|"Meter"|2971000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0304|304|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D99"|"Lebar = 3,5 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 20 cm"|"Meter"|3201000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0305|305|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D100"|"Lebar = 3,5 m, HRS-Base = 4 cm, LPA = 15 cm, LPB = 15 cm, dan Timbunan Pilihan dari Sumber Galian = 20 cm"|"Meter"|3226000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0306|306|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D101"|"Lebar = 3,5 m, HRS-Base = 4 cm, LPA = 15 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 20 cm"|"Meter"|3456000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0307|307|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D102"|"Lebar = 3,5 m, HRS-Base = 4 cm, LPA = 20 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 20 cm"|"Meter"|3711000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0308|308|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D103"|"Lebar = 3,5 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 10 cm, dan Timbunan Pilihan dari Sumber Galian = 30 cm"|"Meter"|3112000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0309|309|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D104"|"Lebar = 3,5 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 15 cm, dan Timbunan Pilihan dari Sumber Galian = 30 cm"|"Meter"|3342000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0310|310|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D105"|"Lebar = 3,5 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 30 cm"|"Meter"|3573000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0311|311|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D106"|"Lebar = 3,5 m, HRS-Base = 4 cm, LPA = 15 cm, LPB = 15 cm, dan Timbunan Pilihan dari Sumber Galian = 30 cm"|"Meter"|3597000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0312|312|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D107"|"Lebar = 3,5 m, HRS-Base = 4 cm, LPA = 15 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 30 cm"|"Meter"|3827000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0313|313|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D108"|"Lebar = 3,5 m, HRS-Base = 4 cm, LPA = 20 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 30 cm"|"Meter"|4082000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0314|314|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D109"|"Lebar = 3,5 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 10 cm, dan Timbunan Pilihan dari Sumber Galian = 40 cm"|"Meter"|3483000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0315|315|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D110"|"Lebar = 3,5 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 15 cm, dan Timbunan Pilihan dari Sumber Galian = 40 cm"|"Meter"|3714000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0316|316|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D111"|"Lebar = 3,5 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 40 cm"|"Meter"|3944000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0317|317|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D112"|"Lebar = 3,5 m, HRS-Base = 4 cm, LPA = 15 cm, LPB = 15 cm, dan Timbunan Pilihan dari Sumber Galian = 40 cm"|"Meter"|3969000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0318|318|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D113"|"Lebar = 3,5 m, HRS-Base = 4 cm, LPA = 15 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 40 cm"|"Meter"|4199000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0319|319|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D114"|"Lebar = 3,5 m, HRS-Base = 4 cm, LPA = 20 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 40 cm"|"Meter"|4454000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0320|320|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D115"|"Lebar = 3,5 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 10 cm, dan Timbunan Pilihan dari Sumber Galian = 50 cm"|"Meter"|3855000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0321|321|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D116"|"Lebar = 3,5 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 15 cm, dan Timbunan Pilihan dari Sumber Galian = 50 cm"|"Meter"|4086000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0322|322|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D117"|"Lebar = 3,5 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 50 cm"|"Meter"|4316000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0323|323|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D118"|"Lebar = 3,5 m, HRS-Base = 4 cm, LPA = 15 cm, LPB = 15 cm, dan Timbunan Pilihan dari Sumber Galian = 50 cm"|"Meter"|4340000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0324|324|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D119"|"Lebar = 3,5 m, HRS-Base = 4 cm, LPA = 15 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 50 cm"|"Meter"|4571000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0325|325|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D120"|"Lebar = 3,5 m, HRS-Base = 4 cm, LPA = 20 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 50 cm"|"Meter"|4826000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|4
asb_0326|326|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D121"|"Lebar = 3,5 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 10 cm, dan Timbunan Pilihan dari Sumber Galian = 20 cm"|"Meter"|2953000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|5
asb_0327|327|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D122"|"Lebar = 3,5 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 15 cm, dan Timbunan Pilihan dari Sumber Galian = 20 cm"|"Meter"|3183000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|5
asb_0328|328|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D123"|"Lebar = 3,5 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 20 cm"|"Meter"|3413000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|5
asb_0329|329|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D124"|"Lebar = 3,5 m, HRS-Base = 5 cm, LPA = 15 cm, LPB = 15 cm, dan Timbunan Pilihan dari Sumber Galian = 20 cm"|"Meter"|3438000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|5
asb_0330|330|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D125"|"Lebar = 3,5 m, HRS-Base = 5 cm, LPA = 15 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 20 cm"|"Meter"|3668000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|5
asb_0331|331|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D126"|"Lebar = 3,5 m, HRS-Base = 5 cm, LPA = 20 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 20 cm"|"Meter"|3923000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|5
asb_0332|332|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D127"|"Lebar = 3,5 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 10 cm, dan Timbunan Pilihan dari Sumber Galian = 30 cm"|"Meter"|3324000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|5
asb_0333|333|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D128"|"Lebar = 3,5 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 15 cm, dan Timbunan Pilihan dari Sumber Galian = 30 cm"|"Meter"|3555000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|5
