asb_id|no|kelompok_barang|kode_barang|uraian|spesifikasi|satuan|harga_rp|kelompok_belanja|treatment_family|surface_type|width_m|layer_thickness_cm
asb_0110|110|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C25"|"Lebar = 5 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 10 cm"|"Meter"|2736000|"Belanja Modal Jalan Kabupaten"||HRS-Base|5|4
asb_0111|111|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C26"|"Lebar = 5 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 15 cm"|"Meter"|3043000|"Belanja Modal Jalan Kabupaten"||HRS-Base|5|4
asb_0112|112|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C27"|"Lebar = 5 m, HRS-Base = 4 cm, LPA = 15 cm, LPB = 15 cm"|"Meter"|3383000|"Belanja Modal Jalan Kabupaten"||HRS-Base|5|4
asb_0113|113|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C28"|"Lebar = 5 m, HRS-Base = 4 cm, LPA = 10 cm, LPB = 20 cm"|"Meter"|3350000|"Belanja Modal Jalan Kabupaten"||HRS-Base|5|4
asb_0114|114|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C29"|"Lebar = 5 m, HRS-Base = 4 cm, LPA = 15 cm, LPB = 20 cm"|"Meter"|3689000|"Belanja Modal Jalan Kabupaten"||HRS-Base|5|4
asb_0115|115|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C30"|"Lebar = 5 m, HRS-Base = 4 cm, LPA = 20 cm, LPB = 20 cm"|"Meter"|4029000|"Belanja Modal Jalan Kabupaten"||HRS-Base|5|4
asb_0116|116|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C31"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 10 cm"|"Meter"|1933000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0117|117|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C32"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 15 cm"|"Meter"|2137000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0118|118|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C33"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 15 cm, LPB = 15 cm"|"Meter"|2364000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0119|119|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C34"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 20 cm"|"Meter"|2342000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0120|120|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C35"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 15 cm, LPB = 20 cm"|"Meter"|2569000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0121|121|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C36"|"Lebar = 3 m, HRS-Base = 5 cm, LPA = 20 cm, LPB = 20 cm"|"Meter"|2795000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3|5
asb_0122|122|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C37"|"Lebar = 3,5 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 10 cm"|"Meter"|2209000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|5
asb_0123|123|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C38"|"Lebar = 3,5 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 15 cm"|"Meter"|2440000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|5
asb_0124|124|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C39"|"Lebar = 3,5 m, HRS-Base = 5 cm, LPA = 15 cm, LPB = 15 cm"|"Meter"|2694000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|5
asb_0125|125|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C40"|"Lebar = 3,5 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 20 cm"|"Meter"|2670000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|5
asb_0126|126|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C41"|"Lebar = 3,5 m, HRS-Base = 5 cm, LPA = 15 cm, LPB = 20 cm"|"Meter"|2925000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|5
asb_0127|127|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C42"|"Lebar = 3,5 m, HRS-Base = 5 cm, LPA = 20 cm, LPB = 20 cm"|"Meter"|3180000|"Belanja Modal Jalan Kabupaten"||HRS-Base|3.5|5
asb_0128|128|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C43"|"Lebar = 4 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 10 cm"|"Meter"|2485000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4|5
asb_0129|129|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C44"|"Lebar = 4 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 15 cm"|"Meter"|2742000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4|5
asb_0130|130|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C45"|"Lebar = 4 m, HRS-Base = 5 cm, LPA = 15 cm, LPB = 15 cm"|"Meter"|3025000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4|5
asb_0131|131|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C46"|"Lebar = 4 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 20 cm"|"Meter"|2997000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4|5
asb_0132|132|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C47"|"Lebar = 4 m, HRS-Base = 5 cm, LPA = 15 cm, LPB = 20 cm"|"Meter"|3281000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4|5
asb_0133|133|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C48"|"Lebar = 4 m, HRS-Base = 5 cm, LPA = 20 cm, LPB = 20 cm"|"Meter"|3564000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4|5
asb_0134|134|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C49"|"Lebar = 4,5 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 10 cm"|"Meter"|2762000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4.5|5
asb_0135|135|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C50"|"Lebar = 4,5 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 15 cm"|"Meter"|3044000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4.5|5
asb_0136|136|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C51"|"Lebar = 4,5 m, HRS-Base = 5 cm, LPA = 15 cm, LPB = 15 cm"|"Meter"|3355000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4.5|5
asb_0137|137|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C52"|"Lebar = 4,5 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 20 cm"|"Meter"|3325000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4.5|5
asb_0138|138|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C53"|"Lebar = 4,5 m, HRS-Base = 5 cm, LPA = 15 cm, LPB = 20 cm"|"Meter"|3636000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4.5|5
asb_0139|139|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C54"|"Lebar = 4,5 m, HRS-Base = 5 cm, LPA = 20 cm, LPB = 20 cm"|"Meter"|3948000|"Belanja Modal Jalan Kabupaten"||HRS-Base|4.5|5
asb_0140|140|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C55"|"Lebar = 5 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 10 cm"|"Meter"|3039000|"Belanja Modal Jalan Kabupaten"||HRS-Base|5|5
asb_0141|141|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C56"|"Lebar = 5 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 15 cm"|"Meter"|3345000|"Belanja Modal Jalan Kabupaten"||HRS-Base|5|5
asb_0142|142|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C57"|"Lebar = 5 m, HRS-Base = 5 cm, LPA = 15 cm, LPB = 15 cm"|"Meter"|3685000|"Belanja Modal Jalan Kabupaten"||HRS-Base|5|5
asb_0143|143|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C58"|"Lebar = 5 m, HRS-Base = 5 cm, LPA = 10 cm, LPB = 20 cm"|"Meter"|3652000|"Belanja Modal Jalan Kabupaten"||HRS-Base|5|5
asb_0144|144|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C59"|"Lebar = 5 m, HRS-Base = 5 cm, LPA = 15 cm, LPB = 20 cm"|"Meter"|3992000|"Belanja Modal Jalan Kabupaten"||HRS-Base|5|5
asb_0145|145|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C60"|"Lebar = 5 m, HRS-Base = 5 cm, LPA = 20 cm, LPB = 20 cm"|"Meter"|4332000|"Belanja Modal Jalan Kabupaten"||HRS-Base|5|5
asb_0146|146|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C61"|"Lebar = 3 m, HRS-WC = 4 cm, LPA = 10 cm, LPB = 10 cm"|"Meter"|1770000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|4
asb_0147|147|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C62"|"Lebar = 3 m, HRS-WC = 4 cm, LPA = 10 cm, LPB = 15 cm"|"Meter"|1975000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|4
asb_0148|148|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C63"|"Lebar = 3 m, HRS-WC = 4 cm, LPA = 15 cm, LPB = 15 cm"|"Meter"|2201000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|4
asb_0149|149|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C64"|"Lebar = 3 m, HRS-WC = 4 cm, LPA = 10 cm, LPB = 20 cm"|"Meter"|2178000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|4
asb_0150|150|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C65"|"Lebar = 3 m, HRS-WC = 4 cm, LPA = 15 cm, LPB = 20 cm"|"Meter"|2405000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|4
asb_0151|151|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C66"|"Lebar = 3 m, HRS-WC = 4 cm, LPA = 20 cm, LPB = 20 cm"|"Meter"|2632000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|4
asb_0152|152|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C67"|"Lebar = 3,5 m, HRS-WC = 4 cm, LPA = 10 cm, LPB = 10 cm"|"Meter"|2019000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3.5|4
asb_0153|153|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C68"|"Lebar = 3,5 m, HRS-WC = 4 cm, LPA = 10 cm, LPB = 15 cm"|"Meter"|2248000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3.5|4
asb_0154|154|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C69"|"Lebar = 3,5 m, HRS-WC = 4 cm, LPA = 15 cm, LPB = 15 cm"|"Meter"|2504000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3.5|4
asb_0155|155|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C70"|"Lebar = 3,5 m, HRS-WC = 4 cm, LPA = 10 cm, LPB = 20 cm"|"Meter"|2479000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3.5|4
asb_0156|156|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C71"|"Lebar = 3,5 m, HRS-WC = 4 cm, LPA = 15 cm, LPB = 20 cm"|"Meter"|2734000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3.5|4
asb_0157|157|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C72"|"Lebar = 3,5 m, HRS-WC = 4 cm, LPA = 20 cm, LPB = 20 cm"|"Meter"|2989000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3.5|4
asb_0158|158|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C73"|"Lebar = 4 m, HRS-WC = 4 cm, LPA = 10 cm, LPB = 10 cm"|"Meter"|2268000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4|4
asb_0159|159|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C74"|"Lebar = 4 m, HRS-WC = 4 cm, LPA = 10 cm, LPB = 15 cm"|"Meter"|2524000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4|4
asb_0160|160|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C75"|"Lebar = 4 m, HRS-WC = 4 cm, LPA = 15 cm, LPB = 15 cm"|"Meter"|2807000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4|4
asb_0161|161|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C76"|"Lebar = 4 m, HRS-WC = 4 cm, LPA = 10 cm, LPB = 20 cm"|"Meter"|2779000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4|4
asb_0162|162|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C77"|"Lebar = 4 m, HRS-WC = 4 cm, LPA = 15 cm, LPB = 20 cm"|"Meter"|3062000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4|4
asb_0163|163|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C78"|"Lebar = 4 m, HRS-WC = 4 cm, LPA = 20 cm, LPB = 20 cm"|"Meter"|3345000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4|4
asb_0164|164|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C79"|"Lebar = 4,5 m, HRS-WC = 4 cm, LPA = 10 cm, LPB = 10 cm"|"Meter"|2516000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4.5|4
asb_0165|165|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C80"|"Lebar = 4,5 m, HRS-WC = 4 cm, LPA = 10 cm, LPB = 15 cm"|"Meter"|2799000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4.5|4
asb_0166|166|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C81"|"Lebar = 4,5 m, HRS-WC = 4 cm, LPA = 15 cm, LPB = 15 cm"|"Meter"|3110000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4.5|4
asb_0167|167|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C82"|"Lebar = 4,5 m, HRS-WC = 4 cm, LPA = 10 cm, LPB = 20 cm"|"Meter"|3080000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4.5|4
asb_0168|168|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C83"|"Lebar = 4,5 m, HRS-WC = 4 cm, LPA = 15 cm, LPB = 20 cm"|"Meter"|3391000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4.5|4
asb_0169|169|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C84"|"Lebar = 4,5 m, HRS-WC = 4 cm, LPA = 20 cm, LPB = 20 cm"|"Meter"|3703000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4.5|4
asb_0170|170|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C85"|"Lebar = 5 m, HRS-WC = 4 cm, LPA = 10 cm, LPB = 10 cm"|"Meter"|2766000|"Belanja Modal Jalan Kabupaten"||HRS-WC|5|4
asb_0171|171|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C86"|"Lebar = 5 m, HRS-WC = 4 cm, LPA = 10 cm, LPB = 15 cm"|"Meter"|3072000|"Belanja Modal Jalan Kabupaten"||HRS-WC|5|4
asb_0172|172|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C87"|"Lebar = 5 m, HRS-WC = 4 cm, LPA = 15 cm, LPB = 15 cm"|"Meter"|3412000|"Belanja Modal Jalan Kabupaten"||HRS-WC|5|4
asb_0173|173|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C88"|"Lebar = 5 m, HRS-WC = 4 cm, LPA = 10 cm, LPB = 20 cm"|"Meter"|3379000|"Belanja Modal Jalan Kabupaten"||HRS-WC|5|4
asb_0174|174|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C89"|"Lebar = 5 m, HRS-WC = 4 cm, LPA = 15 cm, LPB = 20 cm"|"Meter"|3719000|"Belanja Modal Jalan Kabupaten"||HRS-WC|5|4
asb_0175|175|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C90"|"Lebar = 5 m, HRS-WC = 4 cm, LPA = 20 cm, LPB = 20 cm"|"Meter"|4059000|"Belanja Modal Jalan Kabupaten"||HRS-WC|5|4
asb_0176|176|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C91"|"Lebar = 3 m, HRS-WC = 5 cm, LPA = 10 cm, LPB = 10 cm"|"Meter"|1956000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|5
asb_0177|177|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C92"|"Lebar = 3 m, HRS-WC = 5 cm, LPA = 10 cm, LPB = 15 cm"|"Meter"|2161000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|5
asb_0178|178|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C93"|"Lebar = 3 m, HRS-WC = 5 cm, LPA = 15 cm, LPB = 15 cm"|"Meter"|2388000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|5
asb_0179|179|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C94"|"Lebar = 3 m, HRS-WC = 5 cm, LPA = 10 cm, LPB = 20 cm"|"Meter"|2365000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|5
asb_0180|180|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C95"|"Lebar = 3 m, HRS-WC = 5 cm, LPA = 15 cm, LPB = 20 cm"|"Meter"|2591000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|5
asb_0181|181|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C96"|"Lebar = 3 m, HRS-WC = 5 cm, LPA = 20 cm, LPB = 20 cm"|"Meter"|2818000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|5
asb_0182|182|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C97"|"Lebar = 3,5 m, HRS-WC = 5 cm, LPA = 10 cm, LPB = 10 cm"|"Meter"|2236000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3.5|5
asb_0183|183|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C98"|"Lebar = 3,5 m, HRS-WC = 5 cm, LPA = 10 cm, LPB = 15 cm"|"Meter"|2467000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3.5|5
asb_0184|184|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C99"|"Lebar = 3,5 m, HRS-WC = 5 cm, LPA = 15 cm, LPB = 15 cm"|"Meter"|2721000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3.5|5
asb_0185|185|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C100"|"Lebar = 3,5 m, HRS-WC = 5 cm, LPA = 10 cm, LPB = 20 cm"|"Meter"|2697000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3.5|5
asb_0186|186|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C101"|"Lebar = 3,5 m, HRS-WC = 5 cm, LPA = 15 cm, LPB = 20 cm"|"Meter"|2951000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3.5|5
asb_0187|187|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C102"|"Lebar = 3,5 m, HRS-WC = 5 cm, LPA = 20 cm, LPB = 20 cm"|"Meter"|3206000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3.5|5
asb_0188|188|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C103"|"Lebar = 4 m, HRS-WC = 5 cm, LPA = 10 cm, LPB = 10 cm"|"Meter"|2516000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4|5
asb_0189|189|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C104"|"Lebar = 4 m, HRS-WC = 5 cm, LPA = 10 cm, LPB = 15 cm"|"Meter"|2772000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4|5
asb_0190|190|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C105"|"Lebar = 4 m, HRS-WC = 5 cm, LPA = 15 cm, LPB = 15 cm"|"Meter"|3055000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4|5
asb_0191|191|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C106"|"Lebar = 4 m, HRS-WC = 5 cm, LPA = 10 cm, LPB = 20 cm"|"Meter"|3028000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4|5
asb_0192|192|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C107"|"Lebar = 4 m, HRS-WC = 5 cm, LPA = 15 cm, LPB = 20 cm"|"Meter"|3311000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4|5
asb_0193|193|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C108"|"Lebar = 4 m, HRS-WC = 5 cm, LPA = 20 cm, LPB = 20 cm"|"Meter"|3595000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4|5
asb_0194|194|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C109"|"Lebar = 4,5 m, HRS-WC = 5 cm, LPA = 10 cm, LPB = 10 cm"|"Meter"|2796000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4.5|5
asb_0195|195|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C110"|"Lebar = 4,5 m, HRS-WC = 5 cm, LPA = 10 cm, LPB = 15 cm"|"Meter"|3078000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4.5|5
asb_0196|196|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C111"|"Lebar = 4,5 m, HRS-WC = 5 cm, LPA = 15 cm, LPB = 15 cm"|"Meter"|3390000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4.5|5
asb_0197|197|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C112"|"Lebar = 4,5 m, HRS-WC = 5 cm, LPA = 10 cm, LPB = 20 cm"|"Meter"|3359000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4.5|5
asb_0198|198|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C113"|"Lebar = 4,5 m, HRS-WC = 5 cm, LPA = 15 cm, LPB = 20 cm"|"Meter"|3671000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4.5|5
asb_0199|199|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C114"|"Lebar = 4,5 m, HRS-WC = 5 cm, LPA = 20 cm, LPB = 20 cm"|"Meter"|3982000|"Belanja Modal Jalan Kabupaten"||HRS-WC|4.5|5
asb_0200|200|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C115"|"Lebar = 5 m, HRS-WC = 5 cm, LPA = 10 cm, LPB = 10 cm"|"Meter"|3077000|"Belanja Modal Jalan Kabupaten"||HRS-WC|5|5
asb_0201|201|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C116"|"Lebar = 5 m, HRS-WC = 5 cm, LPA = 10 cm, LPB = 15 cm"|"Meter"|3384000|"Belanja Modal Jalan Kabupaten"||HRS-WC|5|5
asb_0202|202|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C117"|"Lebar = 5 m, HRS-WC = 5 cm, LPA = 15 cm, LPB = 15 cm"|"Meter"|3723000|"Belanja Modal Jalan Kabupaten"||HRS-WC|5|5
asb_0203|203|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C118"|"Lebar = 5 m, HRS-WC = 5 cm, LPA = 10 cm, LPB = 20 cm"|"Meter"|3690000|"Belanja Modal Jalan Kabupaten"||HRS-WC|5|5
asb_0204|204|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C119"|"Lebar = 5 m, HRS-WC = 5 cm, LPA = 15 cm, LPB = 20 cm"|"Meter"|4030000|"Belanja Modal Jalan Kabupaten"||HRS-WC|5|5
asb_0205|205|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe C120"|"Lebar = 5 m, HRS-WC = 5 cm, LPA = 20 cm, LPB = 20 cm"|"Meter"|4370000|"Belanja Modal Jalan Kabupaten"||HRS-WC|5|5
asb_0206|206|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D1"|"Lebar = 3 m, HRS-WC = 4 cm, LPA = 10 cm, LPB = 10 cm, dan Timbunan Pilihan dari Sumber Galian = 20 cm"|"Meter"|2430000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|4
asb_0207|207|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D2"|"Lebar = 3 m, HRS-WC = 4 cm, LPA = 10 cm, LPB = 15 cm, dan Timbunan Pilihan dari Sumber Galian = 20 cm"|"Meter"|2635000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|4
asb_0208|208|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D3"|"Lebar = 3 m, HRS-WC = 4 cm, LPA = 10 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 20 cm"|"Meter"|2840000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|4
asb_0209|209|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D4"|"Lebar = 3 m, HRS-WC = 4 cm, LPA = 15 cm, LPB = 15 cm, dan Timbunan Pilihan dari Sumber Galian = 20 cm"|"Meter"|2861000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|4
asb_0210|210|"Jalan Kabupaten"|"1.3.04.01.01.0003"|"Jalan Tipe D5"|"Lebar = 3 m, HRS-WC = 4 cm, LPA = 15 cm, LPB = 20 cm, dan Timbunan Pilihan dari Sumber Galian = 20 cm"|"Meter"|3066000|"Belanja Modal Jalan Kabupaten"||HRS-WC|3|4
